,Company,Brand,Appliance,Energy Consumption,SKU
3016,Candy Group,Zerowatt,Toaster,0,SKU-19620
3017,Arçelik A.Ş. / Koç Holdin,Beko,Stove,200,SKU-71874
3018,Whirlpool Corporation,Admiral,Washer,0,SKU-68659
3019,Whirlpool Corporation,Privileg,Freezer,0,SKU-42192
3020,GlenDimplex,Campo,Stove,0,SKU-61377
3021,GlenDimplex,Technika,Dryer,120W,SKU-57804
3022,AGA Rangemaster Group Ltd. The Middleby Corporation,AGA / Rangemaster,Stove,250W,SKU-18318
3023,The Middleby Corporation,La Cornue,Washer,,SKU-81058
3024,Whirlpool Corporation,Estate,Freezer,0,SKU-98666
3025,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Vestfrost,Toaster,400W,SKU-46091
3026,AB Electrolux / Investor AB,Atlas,Toaster,,SKU-19449
3027,Arçelik A.Ş. / Koç Holding,Arctic,Freezer,,SKU-94525
3028,GlenDimplex,Creda,Toaster,,SKU-11891
3029,Whirlpool Corporation,Diqua,Dish Washer,0,SKU-86283
3030,AB Electrolux / Investor AB,Dometic,Kettle,,SKU-15485
3031,Mondragon Corporation,Fagor,Stove,,SKU-60075
3032,Whirlpool Corporation,Gladiator GarageWorks,Refrigerator,0,SKU-22368
3033,AB Electrolux / Investor AB,Dometic,Refrigerator,,SKU-76006
3034,AB Electrolux / Investor AB,Castor,Dryer,325W,SKU-48606
3035,AB Electrolux / Investor AB,Arthur Martin,Kettle,0,SKU-45885
3036,AB Electrolux / Investor AB,Electrolux,Refrigerator,0,SKU-73824
3037,Arçelik A.Ş. / Koç Holdin,Arstil,Stove,500W,SKU-38928
3038,AB Electrolux / Investor AB,Castor,Freezer,,SKU-32397
3039,"Sub-Zero Group, Inc",Wolf,Washer,0,SKU-81849
3040,AB Electrolux / Investor AB,FAure,Dish Washer,,SKU-48327
3041,Arçelik A.Ş. / Koç Holdin,Arstil,Toaster,200,SKU-32086
3042,Candy Group,Vyatka,Washer,,SKU-24543
3043,Gorenje,Pelgrim,Freezer,0,SKU-74671
3044,Whirlpool Corporation,KitchenAid India,Toaster,325W,SKU-91607
3045,Arçelik A.Ş. / Koç Holding,Altus,Washer,400W,SKU-73829
3046,Arçelik A.Ş. / Koç Holding,Arctic,Dish Washer,475W,SKU-97546
3047,Asko Appliances AB / Gorenje,Asko,Dish Washer,400W,SKU-68303
3048,Gorenj,Atag,Stove,400W,SKU-23980
3049,AM Kodinkoneet Oy / Gorenje Group Nordic A/S / Gorenje,UPO,Dish Washer,120W,SKU-24845
3050,AB Electrolux / Investor A,Chef,Refrigerator,,SKU-56562
3051,AB Electrolux / Investor AB,AEG,Kettle,120W,SKU-22553
3052,"Sub-Zero Group, Inc",Sub-Zero,Kettle,,SKU-3841
3053,GlenDimplex,Campo,Toaster,0,SKU-8404
3054,Arçelik A.Ş. / Koç Holding,Dawlance,Stove,0,SKU-31551
3055,AB Electrolux / Investor AB,Tappan,Toaster,425W,SKU-90325
3056,"Indesit Company, Whirlpool Corporation",Termogamma,Dish Washer,,SKU-28580
3057,Bauknecht Hausgeräte GmbH / Whirlpool Corporation,Bauknecht,Dish Washer,0,SKU2502
3058,AB Electrolux / Investor AB,Atlas,Dryer,325W,SKU-32953
3059,Thermador / BSH Hausgeräte GmbH / Robert Bosch GmbH,Thermador,Dish Washer,,SKU-73868
3060,AB Electrolux / Investor AB,Zanussi,Kettle,325W,SKU-44129
3061,Whirlpool Corporation,Roper,Toaster,,SKU-93333
3062,"Indesit Company, Whirlpool Corporation",Termogamma,Dish Washer,325W,SKU-33139
3063,Arçelik A.Ş. / Koç Holding,Arctic,Toaster,0,SKU-83492
3064,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Vestfrost,Dish Washer,,SKU-43557
3065,GlenDimplex,Cadet,Dish Washer,0,SKU-63950
3066,Whirlpool Corporation,Polar,Freezer,425W,SKU-3749
3067,AB Electrolux / Investor AB,Zanussi,Refrigerator,200,SKU-36735
3068,Currys / Dixons Carphone plc,Logik,Stove,,SKU-50517
3069,Whirlpool Corporation,Consul,Stove,,SKU-65631
3070,Miele & Cie. KG,Miele,Toaster,,SKU-16548
3071,Liebherr Group,Liebherr,Freezer,0,SKU-47499
3072,AB Electrolux / Investor A,Frigidaire,Stove,500W,SKU-52380
3073,GlenDimplex,Nobo,Washer,0,SKU-95975
3074,Arçelik A.Ş. / Koç Holdin,Beko,Freezer,0,SKU-18745
3075,AB Electrolux / Investor AB,Electrolux,Dryer,250W,SKU-77525
3076,AB Electrolux / Investor AB,Electrolux,Dryer,,SKU-59439
3077,GlenDimplex,Creda,Stove,250W,SKU-83796
3078,Candy Group,Süsler,Dish Washer,200,SKU-17092
3079,AB Electrolux / Investor AB,Westinghouse,Toaster,300W,SKU-40273
3080,Dayou Group,Daewoo,Freezer,415,SKU-85932
3081,Currys / Dixons Carphone plc,Logik,Dryer,0,SKU-49564
3082,"Indesit Company, Whirlpool Corporation",Elco,Refrigerator,,SKU-17306
3083,Arçelik A.Ş. / Koç Holdin,Beko,Kettle,500W,SKU-48143
3084,Smeg Group S.p.A,Bertazzoni,Dryer,,SKU-94034
3085,Miele & Cie. KG,Miele,Washer,,SKU-19268
3086,Arçelik A.Ş. / Koç Holding,Defy,Toaster,400W,SKU-17273
3087,AB Electrolux / Investor AB,Electrolux ICON,Stove,,SKU-86695
3088,AM Kodinkoneet Oy / Gorenje Group Nordic A/S / Gorenje,UPO,Dryer,0,SKU-16330
3089,BSH Hausgeräte GmbH / Robert Bosch GmbH,Gaggenau,Kettle,,SKU-28833
3090,Whirlpool Corporation,Brastemp,Toaster,425W,SKU-30092
3091,AB Electrolux / Investor AB,Tricity Bendix,Stove,250W,SKU90206
3092,AB Electrolux / Investor AB,Corberó,Refrigerator,,SKU-44874
3093,Arçelik A.Ş. / Koç Holding,Flavel,Toaster,0,SKU-13201
3094,AB Electrolux / Investor AB,Dometic,Toaster,500W,SKU-62978
3095,AB Electrolux / Investor AB,Alpeninox,Dryer,,SKU-71357
3096,AB Electrolux / Investor AB,Somela,Refrigerator,0,SKU-2833
3097,De’Longhi S.p.A,DeLonghi,Freezer,,SKU-20204
3098,Arçelik A.Ş. / Koç Holding,Dawlance,Dish Washer,200,SKU-79410
3099,Candy Group,Vyatka,Toaster,,SKU-50071
3100,Amica Wronki S.A,Amica,Freezer,120W,SKU-17546
3101,Montpellier Domestic Appliances Ltd,Montpellier,Stove,,SKU-55535
3102,AB Electrolux / Investor AB,FAure,Refrigerator,120W,SKU-20982
3103,Whirlpool Corporation,Brastemp,Dish Washer,,SKU-93239
3104,AM Kodinkoneet Oy / Gorenje Group Nordic A/S / Gorenje,UPO,Refrigerator,250W,12375
3105,AB Electrolux / Investor AB,Elektro Helios,Kettle,,SKU-37344
3106,Whirlpool Corporation,Admiral,Refrigerator,,SKU-27093
3107,Home Retail Group plc / J Sainsbury plc,Bush,Kettle,200,SKU-58561
3108,Gorenje,Gorenje,Stove,,SKU-49663
3109,AB Electrolux / Investor AB,Alpeninox,Stove,500W,SKU-62814
3110,AM Kodinkoneet Oy / Gorenje Group Nordic A/S / Gorenje,UPO,Kettle,400W,SKU-57245
3111,AB Electrolux / Investor AB,Corberó,Freezer,,SKU-64432
3112,Arçelik A.Ş. / Koç Holding,Elektra Bregenz,Freezer,200,SKU-71612
3113,Hisense Kelon Electrical Holdings Ltd. / Hisense Group,Kelon (科龙),Washer,,SKU-38989
3114,"Indesit Company, Whirlpool Corporation",Termogamma,Freezer,,SKU-15580
3115,GlenDimplex,Technika,Freezer,,SKU-12285
3116,Meneghetti S.p.A,Fulgor Milano,Stove,,SKU-37581
3117,Candy Group,Otsein Hoover,Washer,0,SKU-41594
3118,AB Electrolux / Investor AB,Elektro Helios,Kettle,300W,SKU-92537
3119,AB Electrolux / Investor AB,Parkinson Cowan,Washer,325W,SKU-45747
3120,Arçelik A.Ş. / Koç Holding,Arçelik,Stove,415,SKU-20040
3121,AB Electrolux / Investor AB,Dometic,Toaster,,SKU-34039
3122,"Indesit Company, Whirlpool Corporation",Hotpoint-Ariston,Toaster,475W,SKU-77860
3123,John Lewis Partnership,John Lewis,Toaster,0,SKU-77475
3124,GlenDimplex,New World,Refrigerator,200,SKU-40319
3125,GlenDimplex,Campo,Washer,,SKU-5334
3126,Arçelik A.Ş. / Koç Holding,Flavel,Toaster,300W,SKU-17544
3127,Whirlpool Corporation,Amana,Refrigerator,,SKU-68982
3128,Thermador / BSH Hausgeräte GmbH / Robert Bosch GmbH,Thermador,Kettle,300W,SKU--79878
3129,GlenDimplex,Creda,Freezer,120W,SKU-71385
3130,BSH Hausgeräte GmbH / Robert Bosch GmbH,Balay,Toaster,,SKU-84157
3131,Whirlpool Corporation,Maytag,Kettle,300W,SKU-43905
3132,AB Electrolux / Investor AB,Electrolux ICON,Stove,500W,SKU-33082
3133,AB Electrolux / Investor AB,Alpeninox,Refrigerator,200,SKU-37075
3134,Arçelik A.Ş. / Koç Holdin,Arstil,Dish Washer,0,SKU-91945
3135,AB Electrolux / Investor AB,Voss,Washer,415,SKU-65375
3136,AB Electrolux / Investor AB,Arthur Martin,Freezer,,SKU35046
3137,AB Electrolux / Investor AB,Castor,Kettle,,SKU-86012
3138,Arçelik A.Ş. / Koç Holding,Defy,Toaster,0,SKU-23162
3139,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Servis,Freezer,475W,SKU--11508
3140,Mondragon Corporation,De Dietrich,Toaster,475W,SKU-53111
3141,Whirlpool Corporation,KitchenAid,Stove,200,SKU-6964
3142,Whirlpool Corporation,Whirlpool,Freezer,,SKU-98133
3143,"Indesit Company, Whirlpool Corporation",Hotpoint-Ariston,Washer,120W,SKU-71619
3144,GlenDimplex,Nobo,Freezer,425W,SKU-26902
3145,GlenDimplex,Britannia,Dryer,415,SKU-11782
3146,The Middleby Corporation,Marvel,Toaster,475W,SKU-87283
3147,GlenDimple,Belling,Refrigerator,0,SKU-92995
3148,AB Electrolux / Investor AB,Arthur Martin,Washer,500W,SKU-48285
3149,Gorenje,Körting,Dish Washer,0,SKU-72548
3150,Candy Group,Süsler,Stove,,SKU-2391
3151,GlenDimplex,Stoves,Freezer,500W,SKU-18146
3152,Arçelik A.Ş. / Koç Holdin,Arstil,Washer,425W,SKU-53286
3153,Mondragon Corporation,Fagor,Dish Washer,425W,SKU-39231
3154,Fhiaba S.r.l,Fhibia,Dish Washer,,SKU-17367
3155,BSH Hausgeräte GmbH / Robert Bosch GmbH,Neff,Kettle,475W,SKU-80527
3156,GlenDimplex,Nobo,Freezer,475W,SKU-74071
3157,AB Electrolux / Investor AB,Prosdócimo,Dish Washer,,SKU-44395
3158,AB Electrolux / Investor AB,Voss,Stove,325W,SKU-97593
3159,Whirlpool Corporation,Maytag,Dryer,475W,SKU-35950
3160,AB Electrolux / Investor AB,Arthur Martin,Refrigerator,425W,SKU-32106
3161,AB Electrolux / Investor AB,White-Westinghouse,Freezer,,SKU-11593
3162,AB Electrolux / Investor AB,Zanussi,Dryer,500W,SKU-57795
3163,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Servis,Dryer,120W,SKU-62676
3164,BSH Hausgeräte GmbH / Robert Bosch GmbH,ufesa,Refrigerator,250W,SKU-70727
3165,AB Electrolux / Investor AB,Atlas,Washer,0,SKU-13066
3166,AB Electrolux / Investor AB,Fensa,Stove,120W,SKU-86300
3167,Gorenje,Gorenje,Toaster,325W,SKU-58921
3168,"LG Electronics, LG Corporation",LG,Toaster,0,SKU-95828
3169,The Middleby Corporation,La Cornue,Dish Washer,,SKU-3772
3170,GlenDimplex,Dimplex,Stove,0,SKU-74657
3171,Candy Group,Iberna,Stove,0,SKU-21092
3172,Arçelik A.Ş. / Koç Holding,Altus,Toaster,120W,SKU-64307
3173,Candy Group,Vyatka,Dryer,0,SKU-58254
3174,Whirlpool Corporation,Jenn-Air,Washer,425W,SKU-88432
3175,Arçelik A.Ş. / Koç Holdin,Arstil,Dish Washer,0,SKU-90996
3176,GlenDimplex,Creda,Dish Washer,,SKU-80733
3177,Viking Range Corporation / The Middleby Corporation,Viking,Freezer,415,SKU-66920
3178,AB Electrolux / Investor AB,King,Washer,,SKU-90313
3179,BSH Hausgeräte GmbH / Robert Bosch GmbH,PROFiLO,Kettle,325W,SKU-79123
3180,AB Electrolux / Investor AB,Tappan,Washer,300W,SKU-82509
3181,"Sub-Zero Group, Inc",Wolf,Freezer,400W,SKU-78046
3182,Gorenje,Pelgrim,Freezer,0,SKU-87988
3183,Arçelik A.Ş. / Koç Holding,Arçelik,Dish Washer,,SKU-66211
3184,Whirlpool Corporation,Whirlpool,Dish Washer,400W,SKU-46743
3185,AB Electrolux / Investor AB,Castor,Washer,,SKU-24484
3186,Gorenje,Pelgrim,Kettle,0,SKU-68545
3187,BSH Hausgeräte GmbH / Robert Bosch GmbH,Viva,Dryer,,SKU-43920
3188,Arçelik A.Ş. / Koç Holding,Elektra Bregenz,Refrigerator,250W,SKU-31867
3189,Whirlpool Corporation,Roper,Toaster,500W,SKU-32289
3190,AB Electrolux / Investor AB,Zanussi,Refrigerator,0,SKU-50229
3191,"Indesit Company, Whirlpool Corporation",Stinol,Toaster,325W,SKU-7524
3192,GlenDimplex,Cadet,Toaster,,SKU-4990
3193,GlenDimplex,Nobo,Refrigerator,475W,SKU-32731
3194,Meneghetti S.p.A,Fulgor Milano,Refrigerator,,SKU-14201
3195,Meneghetti S.p.A,Fulgor Milano,Kettle,300W,SKU-21923
3196,Candy Group,Candy,Stove,0,SKU-17091
3197,Arçelik A.Ş. / Koç Holdin,Beko,Stove,200,SKU-94897
3198,AB Electrolux / Investor AB,White-Westinghouse,Stove,120W,SKU-49425
3199,Mondragon Corporation,Fagor,Stove,120W,SKU-67624
3200,Candy Group,Candy,Dish Washer,250W,SKU-39350
3201,Smeg Group S.p.A,Bertazzoni,Toaster,120W,SKU-90705
3202,Home Retail Group plc / J Sainsbury plc,Bush,Refrigerator,,SKU-62404
3203,AB Electrolux / Investor AB,White-Westinghouse,Dryer,0,SKU-24075
3204,Gorenje,Pelgrim,Refrigerator,,SKU-64743
3205,Dayou Winia / Dayou Group,PRAUD,Freezer,,SKU-32256
3206,BSH Hausgeräte GmbH / Robert Bosch GmbH,Bosch,Refrigerator,250W,SKU-77233
3207,BSH Hausgeräte GmbH / Robert Bosch GmbH,Siemens,Dryer,300W,SKU-44013
3208,AB Electrolux / Investor A,Frigidaire,Refrigerator,0,SKU-67569
3209,Arçelik A.Ş. / Koç Holding,Flavel,Freezer,,SKU-51266
3210,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Vestfrost,Dryer,0,SKU-69885
3211,Whirlpool Corporation,Inglis,Refrigerator,,SKU-99019
3212,"Indesit Company, Whirlpool Corporation",Hotpoint-Ariston,Stove,,SKU-71668
3213,AB Electrolux / Investor AB,REX-Electrolux,Stove,0,SKU-27593
3214,Gorenje,Gorenje,Washer,415,SKU-43366
3215,AB Electrolux / Investor AB,Corberó,Freezer,500W,SKU-45688
3216,Candy Group,Baumatic,Stove,,SKU-98925
3217,Whirlpool Corporation,KitchenAid,Freezer,300W,SKU-53308
3218,Mondragon Corporation,Brandt,Washer,,SKU-64198
3219,Candy Group,Vyatka,Washer,300W,SKU-66961
3220,Whirlpool Corporation,Diqua,Washer,500W,SKU-33070
3221,BSH Hausgeräte GmbH / Robert Bosch GmbH,ufesa,Stove,,SKU-90045
3222,Gorenje,Körting,Washer,,SKU-52142
3223,Amica Wronki S.A,Amica,Toaster,425W,SKU-29751
3224,Arçelik A.Ş. / Koç Holding,Defy,Toaster,300W,SKU-53885
3225,GlenDimplex,Creda,Kettle,300W,SKU-66831
3226,AB Electrolux / Investor AB,FAure,Refrigerator,,SKU-94092
3227,"Indesit Company, Whirlpool Corporation",Scholtès,Dish Washer,,SKU-55507
3228,Gorenje,Pelgrim,Dish Washer,500W,SKU-77300
3229,Smeg Group S.p.A,Smeg,Washer,,SKU-99835
3230,Whirlpool Corporation,Estate,Washer,0,SKU-11884
3231,Smeg Group S.p.A,Bertazzoni,Freezer,,SKU-84744
3232,Whirlpool Corporation,Inglis,Toaster,325W,SKU-74361
3233,AB Electrolux / Investor AB,Elektro Helios,Toaster,0,SKU-28933
3234,AB Electrolux / Investor AB,King,Washer,0,SKU-19329
3235,Thermador / BSH Hausgeräte GmbH / Robert Bosch GmbH,Thermador,Washer,,SKU-75366
3236,BSH Hausgeräte GmbH / Robert Bosch GmbH,Balay,Dish Washer,300W,SKU-79801
3237,Candy Group,Otsein Hoover,Stove,0,SKU-63869
3238,Smeg Group S.p.A,Bertazzoni,Freezer,120W,SKU-6414
3239,GlenDimplex,Technika,Kettle,,SKU-65705
3240,Viking Range Corporation / The Middleby Corporation,Viking,Toaster,325W,SKU-4338
3241,AB Electrolux / Investor AB,Westinghouse,Washer,,SKU-11892
3242,Whirlpool Corporation,Polar,Toaster,0,SKU-70740
3243,Arçelik A.Ş. / Koç Holding,Leisure,Dish Washer,,SKU-5070
3244,The Middleby Corporation,La Cornue,Dryer,0,SKU-52569
3245,Home Retail Group plc / J Sainsbury plc,Bush,Kettle,475W,SKU-18916
3246,AB Electrolux / Investor AB,REX-Electrolux,Dryer,200,SKU-14467
3247,GlenDimplex,Stoves,Washer,,SKU-36606
3248,GlenDimplex,Cadet,Toaster,,SKU-97512
3249,Mondragon Corporation,Fagor,Kettle,,SKU-56582
3250,BSH Hausgeräte GmbH / Robert Bosch GmbH,Bosch,Washer,425W,SKU-89769
3251,Gorenje,Mora,Freezer,,SKU-75177
3252,AB Electrolux / Investor AB,Atlas,Freezer,325W,SKU-99255
3253,Gorenje,Mora,Washer,,SKU-74599
3254,"Indesit Company, Whirlpool Corporation",Elco,Dryer,,SKU-67414
3255,Arçelik A.Ş. / Koç Holding,Flavel,Toaster,300W,SKU-49849
3256,Candy Group,Otsein Hoover,Refrigerator,0,SKU-46822
3257,Whirlpool Corporation,Roper,Washer,415,SKU-69947
3258,Arçelik A.Ş. / Koç Holding,Grundig,Washer,475W,SKU-89664
3259,"Indesit Company, Whirlpool Corporation",Scholtès,Washer,,SKU-38207
3260,AB Electrolux / Investor AB,Electrolux,Kettle,0,SKU-25717
3261,De’Longhi S.p.A,DeLonghi,Toaster,0,SKU-92770
3262,Hisense Kelon Electrical Holdings Ltd. / Hisense Group,Kelon (科龙),Freezer,200,SKU--5676
3263,"Indesit Company, Whirlpool Corporation",Hotpoint-Ariston,Freezer,0,SKU-18971
3264,Gorenje,Pelgrim,Refrigerator,120W,SKU-23015
3265,Fhiaba S.r.l,Fhibia,Kettle,475W,SKU-30262
3266,AB Electrolux / Investor AB,REX-Electrolux,Washer,,SKU-46007
3267,AB Electrolux / Investor AB,Somela,Kettle,,SKU-52695
3268,AB Electrolux / Investor AB,Gibson,Toaster,0,SKU-47418
3269,BSH Hausgeräte GmbH / Robert Bosch GmbH,Bosch,Stove,415,SKU-39712
3270,Verzinkerei Zug LtdV-ZUG Ltd,V-ZUG,Freezer,,SKU-70334
3271,GlenDimplex,Technika,Freezer,0,SKU96695
3272,AB Electrolux / Investor AB,Gafa,Toaster,250W,SKU-2176
3273,AB Electrolux / Investor AB,Parkinson Cowan,Refrigerator,0,SKU-52244
3274,Candy Group,Rosières,Refrigerator,0,SKU-87904
3275,Gorenje,Gorenje,Refrigerator,0,SKU-46348
3276,"Indesit Company, Whirlpool Corporation",Termogamma,Freezer,0,SKU-45873
3277,IKEA,IKEA,Dish Washer,500W,SKU-4376
3278,Whirlpool Corporation,Gladiator GarageWorks,Refrigerator,0,SKU-30997
3279,Viking Range Corporation / The Middleby Corporation,Viking,Washer,120W,SKU-64875
3280,AB Electrolux / Investor AB,Voss,Washer,300W,SKU-17662
3281,Whirlpool Corporation,Brastemp,Washer,,SKU-92383
3282,GlenDimplex,Technika,Washer,,SKU-77273
3283,Arçelik A.Ş. / Koç Holding,Defy,Dryer,,SKU-20177
3284,GlenDimplex,Dimplex,Stove,0,SKU-44904
3285,Dayou Group,Daewoo,Dryer,300W,SKU-28892
3286,Whirlpool Corporation,Polar,Stove,475W,SKU-46229
3287,Home Retail Group plc / J Sainsbury plc,Bush,Refrigerator,,SKU-84322
3288,Arçelik A.Ş. / Koç Holding,Dawlance,Washer,325W,SKU-22397
3289,Currys / Dixons Carphone plc,Logik,Freezer,415,SKU--86186
3290,Whirlpool Corporation,Consul,Stove,0,SKU-39952
3291,BSH Hausgeräte GmbH / Robert Bosch GmbH,Siemens,Freezer,,SKU-39850
3292,BSH Hausgeräte GmbH / Robert Bosch GmbH,Neff,Washer,,SKU-36454
3293,Home Retail Group plc / J Sainsbury plc,Bush,Stove,0,SKU-95492
3294,Gorenje,Körting,Freezer,,SKU-29509
3295,BSH Hausgeräte GmbH / Robert Bosch GmbH,Neff,Washer,400W,SKU-45779
3296,Samsung Group,Samsung,Dish Washer,0,SKU-61443
3297,Whirlpool Corporation,KitchenAid,Stove,325W,SKU-3983
3298,Dayou Group,Daewoo,Dish Washer,200,SKU-78189
3299,Whirlpool Corporation,KitchenAid,Refrigerator,0,SKU-23409
3300,Mondragon Corporation,Brandt,Kettle,,SKU-26470
3301,Gorenje,Pelgrim,Washer,0,SKU-77857
3302,IKEA,IKEA,Kettle,,SKU-16444
3303,Asko Appliances AB / Gorenje,Asko,Washer,,SKU-49513
3304,BSH Hausgeräte GmbH / Robert Bosch GmbH,Bosch,Washer,,SKU-28772
3305,Thermador / BSH Hausgeräte GmbH / Robert Bosch GmbH,Thermador,Dish Washer,,SKU-35874
3306,Candy Group,Jinling,Dryer,415,SKU-45115
3307,GlenDimple,Belling,Kettle,0,SKU-24234
3308,BSH Hausgeräte GmbH / Robert Bosch GmbH,Siemens,Washer,400W,SKU-19650
3309,Whirlpool Corporation,Gladiator GarageWorks,Dryer,0,SKU-80437
3310,Whirlpool Corporation,Jenn-Air,Dryer,425W,SKU-21570
3311,BSH Hausgeräte GmbH / Robert Bosch GmbH,Bosch,Kettle,400W,SKU-34869
3312,GlenDimplex,Creda,Dryer,0,SKU-36966
3313,"Indesit Company, Whirlpool Corporation",Termogamma,Dryer,0,SKU-54304
3314,AM Kodinkoneet Oy / Gorenje Group Nordic A/S / Gorenje,UPO,Stove,300W,SKU-72754
3315,AB Electrolux / Investor A,Frigidaire,Stove,,SKU-40030
3316,Gorenje,Körting,Stove,500W,SKU-69087
3317,"Indesit Company, Whirlpool Corporation",Scholtès,Refrigerator,415,SKU-36134
3318,AGA Rangemaster Group Ltd. The Middleby Corporation,AGA / Rangemaster,Washer,,SKU-59861
3319,AB Electrolux / Investor A,Chef,Freezer,300W,SKU-62768
3320,AB Electrolux / Investor AB,Kelvinator,Refrigerator,,SKU-85319
3321,Candy Group,Süsler,Stove,475W,SKU-14656
3322,Arçelik A.Ş. / Koç Holding,Dawlance,Stove,200,SKU-71808
3323,AB Electrolux / Investor AB,Kelvinator,Refrigerator,0,SKU-99693
3324,Gorenje,Etna,Dish Washer,,SKU-99192
3325,Gorenje,Etna,Stove,200,SKU-10246
3326,BSH Hausgeräte GmbH / Robert Bosch GmbH,Bosch,Freezer,0,SKU-71752
3327,Whirlpool Corporation,KitchenAid India,Dish Washer,120W,SKU-42754
3328,AB Electrolux / Investor AB,REX-Electrolux,Washer,500W,SKU-67507
3329,BSH Hausgeräte GmbH / Robert Bosch GmbH,Coldex,Freezer,,SKU-86279
3330,AB Electrolux / Investor AB,Somela,Washer,425W,SKU-5292
3331,AB Electrolux / Investor AB,Dishlex,Kettle,425W,SKU-13747
3332,Whirlpool Corporation,Privileg,Kettle,0,SKU-57418
3333,Smeg Group S.p.A,Smeg,Kettle,475W,SKU--19834
3334,Arçelik A.Ş. / Koç Holding,Elektra Bregenz,Dryer,415,SKU-22569
3335,Arçelik A.Ş. / Koç Holding,Defy,Kettle,250W,SKU-83698
3336,Currys / Dixons Carphone plc,Logik,Dish Washer,325W,SKU-18914
3337,BSH Hausgeräte GmbH / Robert Bosch GmbH,Neff,Refrigerator,0,SKU-1046
3338,Mondragon Corporation,De Dietrich,Dish Washer,0,SKU-7642
3339,Candy Group,Otsein Hoover,Stove,475W,SKU-52444
3340,BSH Hausgeräte GmbH / Robert Bosch GmbH,PROFiLO,Kettle,,SKU-37234
3341,AB Electrolux / Investor AB,AEG,Dish Washer,,SKU-87659
3342,GlenDimplex,Cadet,Toaster,415,SKU-74638
3343,Fnac,ProLine,Toaster,,SKU-43236
3344,Liebherr Group,Liebherr,Toaster,0,SKU-25407
3345,Viking Range Corporation / The Middleby Corporation,Viking,Stove,0,SKU-70378
3346,John Lewis Partnership,John Lewis,Stove,500W,SKU-24737
3347,AB Electrolux / Investor AB,Corberó,Dish Washer,500W,SKU-86018
3348,GlenDimplex,New World,Refrigerator,200,SKU-39850
3349,AB Electrolux / Investor AB,Lehel,Stove,0,SKU-60097
3350,AB Electrolux / Investor AB,Dometic,Toaster,,SKU-70501
3351,Dayou Group,Daewoo,Stove,425W,SKU-91474
3352,Whirlpool Corporation,Amana,Washer,415,SKU-58609
3353,AB Electrolux / Investor AB,Parkinson Cowan,Dish Washer,0,SKU-21639
3354,Gorenje,Sidex,Stove,,SKU-77405
3355,Whirlpool Corporation,Inglis,Washer,415,SKU-79830
3356,Gorenje,Mora,Stove,475W,SKU-65606
3357,GlenDimplex,New World,Kettle,200,SKU-51787
3358,The Middleby Corporation,La Cornue,Stove,300W,SKU-47640
3359,Candy Group,Jinling,Freezer,,SKU-40669
3360,Gorenje,Pelgrim,Dryer,0,SKU-6509
3361,Whirlpool Corporation,Whirlpool,Dish Washer,475W,SKU-92021
3362,Mondragon Corporation,Mastercook,Freezer,,SKU-33036
3363,AB Electrolux / Investor AB,Kelvinator,Toaster,,SKU-4823
3364,"Sub-Zero Group, Inc",Sub-Zero,Freezer,,SKU-87582
3365,De’Longhi S.p.A,DeLonghi,Dish Washer,500W,SKU-30722
3366,AB Electrolux / Investor AB,Electrolux ICON,Washer,415,SKU-10303
3367,Candy Group,Baumatic,Dish Washer,500W,SKU-85294
3368,"Hotpoint, Whirlpool Corporation",Hotpoint,Washer,,SKU-95469
3369,John Lewis Partnership,John Lewis,Kettle,120W,SKU-34234
3370,Whirlpool Corporation,Estate,Refrigerator,0,SKU-14660
3371,AB Electrolux / Investor AB,Arthur Martin,Dish Washer,400W,SKU-55702
3372,BSH Hausgeräte GmbH / Robert Bosch GmbH,Neff,Refrigerator,,SKU-75004
3373,Fhiaba S.r.l,Fhibia,Washer,250W,SKU-13483
3374,Candy Group,Zerowatt,Refrigerator,,SKU-80321
3375,Liebherr Group,Liebherr,Dish Washer,300W,SKU-33735
3376,Arçelik A.Ş. / Koç Holding,Arçelik,Stove,0,SKU-75091
3377,"Indesit Company, Whirlpool Corporation",Stinol,Freezer,,SKU-18561
3378,AB Electrolux / Investor AB,Electrolux ICON,Stove,500W,SKU-77098
3379,Arçelik A.Ş. / Koç Holdin,Arstil,Dryer,,SKU-46871
3380,Whirlpool Corporation,KitchenAid India,Stove,,SKU-68893
3381,AB Electrolux / Investor AB,Voss,Stove,500W,SKU-89149
3382,BSH Hausgeräte GmbH / Robert Bosch GmbH,Siemens,Dish Washer,,SKU-24632
3383,Gorenje,Mora,Dryer,0,SKU--82193
3384,Candy Group,Hoover,Freezer,0,SKU-21491
